CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Cluster
13720,117,4,799.9,2,4,3,243,9,At Risk,3
13721,37,1,524.14,3,1,3,313,7,Potential Loyalists,2
13722,132,3,2375.41,2,3,5,235,10,At Risk,3
13723,218,1,199.85000000000002,1,1,1,111,3,Lost Customers,1
13725,50,8,1980.56,3,5,4,354,12,Loyal Customers,3
13726,39,2,1079.6599999999999,3,2,4,324,9,Potential Loyalists,3
13727,29,2,333.48,4,2,2,422,8,New Customers,2
13728,37,6,1016.14,3,5,4,354,12,Loyal Customers,3
13730,136,2,752.6,2,2,3,223,7,Hibernating,1
13731,220,2,610.59,1,2,3,123,6,About To Sleep,1
13732,29,1,491.86,4,1,3,413,8,New Customers,2
13735,25,4,2883.54,4,4,5,445,13,Champions,3
13736,6,2,729.8,5,2,3,523,10,New Customers,2
13737,201,1,339.59999999999997,1,1,2,112,4,Lost Customers,1
13739,19,1,216.9,4,1,1,411,6,New Customers,2
13740,241,1,350.75,1,1,2,112,4,Lost Customers,1
13741,72,3,668.4300000000001,3,3,3,333,9,Loyal Customers,3
13742,17,12,3107.87,4,5,5,455,14,Champions,0
13743,3,7,1341.6,5,5,4,554,14,Champions,0
13744,96,2,1080.52,2,2,4,224,8,Hibernating,3
13745,163,1,300.04,2,1,2,212,5,Lost Customers,1
13747,374,1,79.6,1,1,1,111,3,Lost Customers,1
13748,96,5,948.25,2,4,4,244,10,At Risk,3
13750,54,5,1647.26,3,4,4,344,11,Loyal Customers,3
13751,289,1,296.25,1,1,2,112,4,Lost Customers,1
13752,125,6,1175.38,2,5,4,254,11,At Risk,3
13753,288,1,741.26,1,1,3,113,5,About To Sleep,1
13754,152,2,282.59999999999997,2,2,2,222,6,Lost Customers,1
13755,4,9,2108.06,5,5,5,555,15,Champions,0
13756,3,14,5189.52,5,5,5,555,15,Champions,0
13758,12,7,3190.55,5,5,5,555,15,Champions,0
13759,34,2,659.4100000000001,3,2,3,323,8,Potential Loyalists,2
13760,55,2,286.79,3,2,2,322,7,Potential Loyalists,2
13761,51,2,1070.65,3,2,4,324,9,Potential Loyalists,3
13762,219,1,306.72,1,1,2,112,4,Lost Customers,1
13763,64,1,1714.96,3,1,4,314,8,Potential Loyalists,3
13764,71,3,1519.42,3,3,4,334,10,Loyal Customers,3
13767,3,37,17220.36,5,5,5,555,15,Champions,0
13769,3,10,2796.51,5,5,5,555,15,Champions,0
13771,65,4,2634.45,3,4,5,345,12,Loyal Customers,3
13772,34,3,1122.63,3,3,4,334,10,Loyal Customers,3
13774,82,1,345.0,2,1,2,212,5,Lost Customers,1
13777,1,33,25977.16,5,5,5,555,15,Champions,0
13778,104,1,178.7,2,1,1,211,4,Lost Customers,1
13780,8,2,360.01,5,2,2,522,9,New Customers,2
13781,251,1,127.84,1,1,1,111,3,Lost Customers,1
13782,13,6,908.86,5,5,3,553,13,Loyal Customers,3
13784,10,11,2462.79,5,5,5,555,15,Champions,0
13786,368,1,230.39999999999998,1,1,1,111,3,Lost Customers,1
13787,76,2,309.04,2,2,2,222,6,Lost Customers,1
13790,5,1,348.8,5,1,2,512,8,New Customers,2
13791,128,2,1516.0,2,2,4,224,8,Hibernating,3
13792,67,2,195.55,3,2,1,321,6,Potential Loyalists,2
13798,2,57,37153.85,5,5,5,555,15,Champions,0
13799,117,2,688.86,2,2,3,223,7,Hibernating,1
13800,310,1,558.32,1,1,3,113,5,About To Sleep,1
13801,67,1,324.8,3,1,2,312,6,Potential Loyalists,2
13802,139,3,4599.42,2,3,5,235,10,At Risk,3
13803,256,1,277.07,1,1,2,112,4,Lost Customers,1
13804,31,7,2588.39,4,5,5,455,14,Champions,3
13805,53,2,924.6,3,2,3,323,8,Potential Loyalists,3
13806,64,1,256.38,3,1,2,312,6,Potential Loyalists,2
13807,368,1,112.6,1,1,1,111,3,Lost Customers,1
13808,6,5,1747.66,5,4,4,544,13,Champions,0
13809,306,1,155.05,1,1,1,111,3,Lost Customers,1
13810,29,3,1499.01,4,3,4,434,11,Loyal Customers,3
13811,184,3,814.5,1,3,3,133,7,About To Sleep,1
13812,43,3,539.0,3,3,3,333,9,Loyal Customers,3
13813,40,4,1366.8600000000001,3,4,4,344,11,Loyal Customers,3
13814,93,2,1579.12,2,2,4,224,8,Hibernating,3
13815,23,4,4027.36,4,4,5,445,13,Champions,3
13816,24,2,571.6700000000001,4,2,3,423,9,New Customers,2
13817,30,2,382.98,4,2,2,422,8,New Customers,2
13819,302,3,1140.35,1,3,4,134,8,About To Sleep,1
13821,145,2,385.64,2,2,2,222,6,Lost Customers,1
13822,6,2,632.0,5,2,3,523,10,New Customers,2
13823,19,2,957.66,4,2,4,424,10,New Customers,3
13824,33,5,1698.94,4,4,4,444,12,Champions,3
13826,177,1,189.5,2,1,1,211,4,Lost Customers,1
13827,58,3,409.8,3,3,2,332,8,Loyal Customers,3
13828,23,1,209.49,4,1,1,411,6,New Customers,2
13831,17,6,2198.45,4,5,5,455,14,Champions,3
13832,20,1,52.199999999999996,4,1,1,411,6,New Customers,2
13833,160,1,383.85,2,1,2,212,5,Lost Customers,1
13835,26,4,834.57,4,4,3,443,11,Loyal Customers,3
13837,212,2,266.59000000000003,1,2,2,122,5,Lost Customers,1
13838,6,4,674.82,5,4,3,543,12,Loyal Customers,3
13841,253,1,85.0,1,1,1,111,3,Lost Customers,1
13842,59,9,3385.62,3,5,5,355,13,Loyal Customers,3
13844,12,1,361.62,5,1,2,512,8,New Customers,2
13845,65,1,312.98,3,1,2,312,6,Potential Loyalists,2
13846,25,3,865.0600000000001,4,3,3,433,10,Loyal Customers,3
13848,93,3,1255.0,2,3,4,234,9,At Risk,3
13849,52,2,1537.95,3,2,4,324,9,Potential Loyalists,3
13850,130,1,1595.48,2,1,4,214,7,About To Sleep,1
13851,96,3,2651.46,2,3,5,235,10,At Risk,3
13853,58,1,1090.14,3,1,4,314,8,Potential Loyalists,2
13854,9,25,8109.5199999999995,5,5,5,555,15,Champions,0
13856,169,3,388.5,2,3,2,232,7,At Risk,1
13858,58,1,216.17,3,1,1,311,5,Potential Loyalists,2
13859,327,1,201.16,1,1,1,111,3,Lost Customers,1
13860,2,5,1245.9,5,4,4,544,13,Champions,0
13862,19,8,2209.36,4,5,5,455,14,Champions,0
13863,248,1,305.78,1,1,2,112,4,Lost Customers,1
13865,59,4,501.56,3,4,3,343,10,Loyal Customers,3
13866,75,1,145.67000000000002,2,1,1,211,4,Lost Customers,1
13867,32,3,1005.09,4,3,4,434,11,Loyal Customers,3
13868,8,2,3192.54,5,2,5,525,12,New Customers,3
13869,124,4,3083.65,2,4,5,245,11,At Risk,3
13870,3,8,2770.94,5,5,5,555,15,Champions,0
13871,23,13,6403.25,4,5,5,455,14,Champions,0
13873,120,3,389.6,2,3,2,232,7,At Risk,1
13874,359,1,540.45,1,1,3,113,5,About To Sleep,1
13875,54,5,1786.79,3,4,4,344,11,Loyal Customers,3
13876,64,1,122.7,3,1,1,311,5,Potential Loyalists,2
13877,87,1,117.24,2,1,1,211,4,Lost Customers,1
13878,55,1,1271.57,3,1,4,314,8,Potential Loyalists,3
13880,22,13,3219.77,4,5,5,455,14,Champions,0
13881,4,20,17159.52,5,5,5,555,15,Champions,0
13882,3,5,1191.13,5,4,4,544,13,Champions,0
13883,11,5,2674.48,5,4,5,545,14,Champions,0
13884,8,5,787.6,5,4,3,543,12,Loyal Customers,3
13885,190,2,506.8,1,2,3,123,6,About To Sleep,1
13886,72,1,243.56,3,1,1,311,5,Potential Loyalists,2
13887,205,1,349.55,1,1,2,112,4,Lost Customers,1
13888,120,2,595.67,2,2,3,223,7,Hibernating,1
13889,93,1,416.90000000000003,2,1,2,212,5,Lost Customers,1
13890,2,10,1883.8100000000002,5,5,4,554,14,Champions,0
13892,27,4,632.97,4,4,3,443,11,Loyal Customers,3
13893,298,1,821.1,1,1,3,113,5,About To Sleep,1
13894,24,3,564.62,4,3,3,433,10,Loyal Customers,3
13895,29,4,2593.07,4,4,5,445,13,Champions,3
13897,51,1,311.16,3,1,2,312,6,Potential Loyalists,2
13898,326,1,155.93,1,1,1,111,3,Lost Customers,1
13899,17,2,388.52,4,2,2,422,8,New Customers,2
13900,184,3,740.95,1,3,3,133,7,About To Sleep,1
13901,73,5,2867.2,2,4,5,245,11,At Risk,3
13904,38,2,332.64,3,2,2,322,7,Potential Loyalists,2
13908,80,4,2369.55,2,4,5,245,11,At Risk,3
13911,58,9,2580.91,3,5,5,355,13,Loyal Customers,3
13914,12,2,626.45,5,2,3,523,10,New Customers,2
13917,50,2,272.04,3,2,2,322,7,Potential Loyalists,2
13918,50,2,1212.8400000000001,3,2,4,324,9,Potential Loyalists,3
13919,60,2,384.81,3,2,2,322,7,Potential Loyalists,2
13922,352,1,172.25,1,1,1,111,3,Lost Customers,1
13923,54,1,351.13,3,1,2,312,6,Potential Loyalists,2
13924,2,6,1838.8500000000001,5,5,4,554,14,Champions,0
13925,93,4,678.25,2,4,3,243,9,At Risk,3
13926,24,1,223.85000000000002,4,1,1,411,6,New Customers,2
13927,75,1,348.99,2,1,2,212,5,Lost Customers,1
13928,11,4,464.57,5,4,2,542,11,Loyal Customers,3
13929,170,2,842.65,2,2,3,223,7,Hibernating,1
13930,58,2,337.34,3,2,2,322,7,Potential Loyalists,2
13931,96,2,1237.53,2,2,4,224,8,Hibernating,3
13932,295,1,307.4,1,1,2,112,4,Lost Customers,1
13933,110,2,608.7900000000001,2,2,3,223,7,Hibernating,1
13934,264,1,922.1,1,1,3,113,5,About To Sleep,1
13936,180,1,376.58,2,1,2,212,5,Lost Customers,1
13937,170,1,158.85,2,1,1,211,4,Lost Customers,1
13938,36,1,71.66,3,1,1,311,5,Potential Loyalists,2
13939,24,3,568.55,4,3,3,433,10,Loyal Customers,3
13940,18,4,839.14,4,4,3,443,11,Loyal Customers,3
13941,22,5,5112.96,4,4,5,445,13,Champions,0
13946,80,3,561.5699999999999,2,3,3,233,8,At Risk,3
13947,66,1,90.6,3,1,1,311,5,Potential Loyalists,2
13948,361,1,102.0,1,1,1,111,3,Lost Customers,1
13949,3,6,2427.32,5,5,5,555,15,Champions,0
13950,12,4,745.06,5,4,3,543,12,Loyal Customers,3
13951,177,3,674.45,2,3,3,233,8,At Risk,1
13952,218,2,3251.071,1,2,5,125,8,About To Sleep,3
13953,8,7,3515.68,5,5,5,555,15,Champions,0
13954,2,2,439.92,5,3,2,532,10,Loyal Customers,2
13955,155,2,322.96,2,3,2,232,7,At Risk,1
13956,6,5,1019.27,5,4,4,544,13,Champions,3
13959,80,3,594.04,2,3,3,233,8,At Risk,3
13960,22,2,230.22,4,3,1,431,8,Loyal Customers,2
13962,22,2,169.55,4,3,1,431,8,Loyal Customers,2
13963,309,4,664.54,1,4,3,143,8,Cannot Lose Them,1
13967,146,1,80.7,2,1,1,211,4,Lost Customers,1
13969,8,18,9024.17,5,5,5,555,15,Champions,0
13971,19,8,2758.26,4,5,5,455,14,Champions,0
13972,71,2,190.25,3,3,1,331,7,Loyal Customers,2
13973,288,1,264.7,1,1,2,112,4,Lost Customers,1
13974,50,1,413.59000000000003,3,1,2,312,6,Potential Loyalists,2
13975,32,6,2461.2400000000002,4,5,5,455,14,Champions,3
13976,207,1,357.98,1,1,2,112,4,Lost Customers,1
13978,15,2,196.79000000000002,4,3,1,431,8,Loyal Customers,2
13979,74,1,869.87,2,1,3,213,6,About To Sleep,1
13980,61,1,200.14,3,1,1,311,5,Potential Loyalists,2
13982,40,4,1871.81,3,4,4,344,11,Loyal Customers,3
13983,30,12,2603.43,4,5,5,455,14,Champions,0
13984,27,5,920.51,4,4,3,443,11,Loyal Customers,3
13985,5,15,7060.13,5,5,5,555,15,Champions,0
13986,18,1,320.46,4,1,2,412,7,New Customers,2
13988,20,6,4147.96,4,5,5,455,14,Champions,0
13989,66,2,1266.08,3,3,4,334,10,Loyal Customers,3
13990,214,1,311.3,1,1,2,112,4,Lost Customers,1
13991,13,6,852.88,5,5,3,553,13,Loyal Customers,3
13992,31,1,76.8,4,1,1,411,6,New Customers,2
13993,43,9,3466.36,3,5,5,355,13,Loyal Customers,0
13994,4,6,2274.14,5,5,5,555,15,Champions,0
13995,16,5,1393.69,4,4,4,444,12,Champions,3
13999,11,12,3901.81,5,5,5,555,15,Champions,0
14000,212,1,635.66,1,1,3,113,5,About To Sleep,1
14001,46,3,2043.0800000000002,3,3,4,334,10,Loyal Customers,3
14002,135,2,529.73,2,3,3,233,8,At Risk,1
14004,44,7,4582.64,3,5,5,355,13,Loyal Customers,3
14005,10,5,2874.72,5,4,5,545,14,Champions,0
14006,116,3,962.19,2,3,4,234,9,At Risk,3
14009,199,2,695.61,1,3,3,133,7,About To Sleep,1
14012,278,1,328.8,1,1,2,112,4,Lost Customers,1
14013,111,3,473.02,2,3,2,232,7,At Risk,1
14014,78,1,505.18,2,1,3,213,6,About To Sleep,1
14015,53,1,917.34,3,1,3,313,7,Potential Loyalists,2
14016,162,4,4341.21,2,4,5,245,11,At Risk,3
14019,47,3,1421.61,3,3,4,334,10,Loyal Customers,3
14020,17,2,642.8,4,3,3,433,10,Loyal Customers,2
14021,156,3,631.9,2,3,3,233,8,At Risk,1
14022,226,1,440.0,1,1,2,112,4,Lost Customers,1
14023,8,2,584.07,5,3,3,533,11,Loyal Customers,2
14024,122,2,327.7,2,3,2,232,7,At Risk,1
14027,61,1,104.82,3,1,1,311,5,Potential Loyalists,2
14029,64,2,467.66,3,3,2,332,8,Loyal Customers,2
14030,19,8,2358.84,4,5,5,455,14,Champions,0
14031,8,19,17286.86,5,5,5,555,15,Champions,0
14032,3,11,2975.59,5,5,5,555,15,Champions,0
14034,23,3,648.89,4,3,3,433,10,Loyal Customers,3
14035,29,5,1428.02,4,4,4,444,12,Champions,3
14036,285,1,626.65,1,1,3,113,5,About To Sleep,1
14037,177,2,147.20000000000002,2,3,1,231,6,At Risk,1
14038,79,3,1560.38,2,3,4,234,9,At Risk,3
14039,34,1,152.2,3,1,1,311,5,Potential Loyalists,2
14040,41,12,3560.32,3,5,5,355,13,Loyal Customers,0
14041,267,1,141.41,1,1,1,111,3,Lost Customers,1
14044,27,4,646.42,4,4,3,443,11,Loyal Customers,3
14045,110,4,1659.75,2,4,4,244,10,At Risk,3
14046,285,1,154.99,1,1,1,111,3,Lost Customers,1
14047,9,5,1308.6100000000001,5,4,4,544,13,Champions,3
14048,306,1,409.93,1,1,2,112,4,Lost Customers,1
14049,17,4,5578.72,4,4,5,445,13,Champions,3
14050,32,2,746.36,4,3,3,433,10,Loyal Customers,3
14051,1,23,15610.390000000001,5,5,5,555,15,Champions,0
14052,20,1,225.36,4,1,1,411,6,New Customers,2
14053,125,2,260.25,2,3,2,232,7,At Risk,1
14054,66,1,92.46,3,1,1,311,5,Potential Loyalists,2
14055,107,1,725.6400000000001,2,1,3,213,6,About To Sleep,1
14056,2,23,8152.71,5,5,5,555,15,Champions,0
14057,24,17,6211.66,4,5,5,455,14,Champions,0
14059,267,1,183.6,1,1,1,111,3,Lost Customers,1
14060,5,19,6140.42,5,5,5,555,15,Champions,0
14062,10,12,10464.85,5,5,5,555,15,Champions,0
14064,30,5,1334.34,4,4,4,444,12,Champions,3
14066,267,1,152.55,1,1,1,111,3,Lost Customers,1
14067,64,2,374.7,3,3,2,332,8,Loyal Customers,2
14068,321,1,265.85,1,1,2,112,4,Lost Customers,1
14071,4,8,1437.57,5,5,4,554,14,Champions,0
14073,33,1,151.04,4,1,1,411,6,New Customers,2
14075,5,3,942.26,5,3,4,534,12,Loyal Customers,3
14076,130,1,118.67,2,1,1,211,4,Lost Customers,1
14077,41,5,499.41999999999996,3,4,3,343,10,Loyal Customers,3
14078,102,6,1049.37,2,5,4,254,11,At Risk,3
14079,125,1,375.1,2,1,2,212,5,Lost Customers,1
14080,33,1,45.599999999999994,4,1,1,411,6,New Customers,2
14081,303,2,921.62,1,3,3,133,7,About To Sleep,1
14082,365,1,182.25,1,1,1,111,3,Lost Customers,1
14083,5,9,1002.9,5,5,4,554,14,Champions,0
14085,3,18,4421.29,5,5,5,555,15,Champions,0
14087,3,1,191.47,5,1,1,511,7,New Customers,2
14088,11,13,50491.81,5,5,5,555,15,Champions,0
14089,57,1,158.75,3,1,1,311,5,Potential Loyalists,2
14090,325,1,76.32000000000001,1,1,1,111,3,Lost Customers,1
14092,8,14,4076.91,5,5,5,555,15,Champions,0
14093,13,1,433.86,5,1,2,512,8,New Customers,2
14096,5,17,65164.79,5,5,5,555,15,Champions,0
14098,37,1,147.35,3,1,1,311,5,Potential Loyalists,2
14099,17,11,3104.17,4,5,5,455,14,Champions,0
14100,138,1,191.95000000000002,2,1,1,211,4,Lost Customers,1
14101,74,6,5976.79,2,5,5,255,12,At Risk,3
14102,6,5,1105.8799999999999,5,4,4,544,13,Champions,3
14104,155,2,216.20999999999998,2,3,1,231,6,At Risk,1
14105,240,1,1266.23,1,1,4,114,6,About To Sleep,1
14107,52,7,2703.23,3,5,5,355,13,Loyal Customers,3
14108,31,2,597.91,4,3,3,433,10,Loyal Customers,2
14109,73,1,144.2,2,1,1,211,4,Lost Customers,2
14110,4,12,5683.15,5,5,5,555,15,Champions,0
14111,15,4,692.85,4,4,3,443,11,Loyal Customers,3
14112,23,7,2915.15,4,5,5,455,14,Champions,0
14113,4,4,1840.42,5,4,4,544,13,Champions,0
14114,274,2,386.53,1,3,2,132,6,About To Sleep,1
14116,20,5,1382.74,4,4,4,444,12,Champions,3
14117,144,1,90.0,2,1,1,211,4,Lost Customers,1
14121,4,4,2780.15,5,4,5,545,14,Champions,0
14124,85,1,419.58000000000004,2,1,2,212,5,Lost Customers,1
14125,11,3,2720.63,5,3,5,535,13,Loyal Customers,3
14126,8,3,706.1300000000001,5,3,3,533,11,Loyal Customers,3
14127,123,3,709.71,2,3,3,233,8,At Risk,3
14128,61,2,637.5,3,3,3,333,9,Loyal Customers,3
14129,2,5,1123.8600000000001,5,4,4,544,13,Champions,0
14130,320,1,480.91,1,1,2,112,4,Lost Customers,1
14132,3,11,3586.0299999999997,5,5,5,555,15,Champions,0
14133,130,3,605.64,2,3,3,233,8,At Risk,1
14135,2,15,4690.31,5,5,5,555,15,Champions,0
14138,2,2,965.8800000000001,5,3,4,534,12,Loyal Customers,2
14139,47,1,415.82,3,1,2,312,6,Potential Loyalists,2
14140,4,2,935.05,5,3,4,534,12,Loyal Customers,2
14141,3,4,915.13,5,4,3,543,12,Loyal Customers,3
14142,374,1,311.81,1,1,2,112,4,Lost Customers,1
14143,134,1,115.8,2,1,1,211,4,Lost Customers,1
14145,47,4,3742.2,3,4,5,345,12,Loyal Customers,3
14146,9,5,4191.0,5,4,5,545,14,Champions,0
14147,79,2,483.4,2,3,2,232,7,At Risk,1
14148,234,1,157.2,1,1,1,111,3,Lost Customers,1
14149,221,1,446.62,1,1,2,112,4,Lost Customers,1
14150,36,2,658.64,3,3,3,333,9,Loyal Customers,2
14152,76,2,621.29,2,3,3,233,8,At Risk,3
14154,240,2,1345.62,1,3,4,134,8,About To Sleep,1
14155,267,1,118.75,1,1,1,111,3,Lost Customers,1
14156,10,55,117210.08,5,5,5,555,15,Champions,0
14157,20,2,424.89000000000004,4,3,2,432,9,Loyal Customers,2
14158,41,1,507.66,3,1,3,313,7,Potential Loyalists,2
14159,20,11,4630.35,4,5,5,455,14,Champions,0
14161,216,3,1097.6200000000001,1,3,4,134,8,About To Sleep,3
14162,174,2,289.36,2,3,2,232,7,At Risk,1
14163,88,4,2445.91,2,4,5,245,11,At Risk,3
14164,71,2,1631.77,3,3,4,334,10,Loyal Customers,3
14165,276,1,120.44,1,1,1,111,3,Lost Customers,1
14167,40,4,562.59,3,4,3,343,10,Loyal Customers,3
14171,99,1,363.79,2,1,2,212,5,Lost Customers,1
14173,11,4,450.84,5,4,2,542,11,Loyal Customers,3
14174,34,1,134.46,3,1,1,311,5,Potential Loyalists,2
14175,60,3,3222.3,3,3,5,335,11,Loyal Customers,3
14176,298,4,576.9000000000001,1,4,3,143,8,Cannot Lose Them,1
14177,87,4,549.46,2,4,3,243,9,At Risk,3
14178,9,7,1600.26,5,5,4,554,14,Champions,0
14179,41,2,701.57,3,3,3,333,9,Loyal Customers,3
14180,11,25,4748.52,5,5,5,555,15,Champions,0
14184,67,1,452.89,3,1,2,312,6,Potential Loyalists,2
14185,332,1,197.65,1,1,1,111,3,Lost Customers,1
14188,31,6,2054.36,4,5,4,454,13,Champions,3
14189,3,15,4654.08,5,5,5,555,15,Champions,0
14191,2,13,4684.76,5,5,5,555,15,Champions,0
14193,68,2,853.39,3,3,3,333,9,Loyal Customers,3
14194,5,21,11349.52,5,5,5,555,15,Champions,0
14195,202,2,1012.0,1,3,4,134,8,About To Sleep,1
14196,107,1,335.52,2,1,2,212,5,Lost Customers,1
14198,19,4,701.4,4,4,3,443,11,Loyal Customers,3
14199,219,1,185.39999999999998,1,1,1,111,3,Lost Customers,1
14201,61,7,747.44,3,5,3,353,11,Loyal Customers,3
14204,3,1,150.61,5,1,1,511,7,New Customers,2
14205,17,2,466.7,4,3,2,432,9,Loyal Customers,2
14206,240,1,328.15999999999997,1,1,2,112,4,Lost Customers,1
14208,95,1,151.74,2,1,1,211,4,Lost Customers,1
14209,11,6,2073.43,5,5,5,555,15,Champions,0
14210,106,6,1905.8400000000001,2,5,4,254,11,At Risk,3
14211,54,9,2241.1,3,5,5,355,13,Loyal Customers,3
14212,90,1,1070.48,2,1,4,214,7,About To Sleep,1
14214,31,5,1004.38,4,4,4,444,12,Champions,3
14215,12,6,1789.72,5,5,4,554,14,Champions,0
14216,4,4,1839.3,5,4,4,544,13,Champions,0
14217,2,17,2004.98,5,5,4,554,14,Champions,0
14218,43,1,169.48000000000002,3,1,1,311,5,Potential Loyalists,2
14219,5,1,89.94,5,1,1,511,7,New Customers,2
14220,248,2,632.4,1,3,3,133,7,About To Sleep,1
14221,43,9,3432.8,3,5,5,355,13,Loyal Customers,0
14222,178,1,683.17,2,1,3,213,6,About To Sleep,1
14223,93,3,991.13,2,3,4,234,9,At Risk,3
14224,111,4,1009.73,2,4,4,244,10,At Risk,3
14226,29,5,2214.79,4,4,5,445,13,Champions,3
14227,27,10,3350.96,4,5,5,455,14,Champions,0
14229,52,3,1547.2,3,3,4,334,10,Loyal Customers,3
14231,184,3,925.71,1,3,3,133,7,About To Sleep,3
14232,43,5,2048.07,3,4,4,344,11,Loyal Customers,3
14233,50,4,1462.72,3,4,4,344,11,Loyal Customers,3
14234,23,4,754.12,4,4,3,443,11,Loyal Customers,3
14235,76,5,3144.86,2,4,5,245,11,At Risk,3
14236,81,2,490.86,2,3,3,233,8,At Risk,1
14237,374,1,161.0,1,1,1,111,3,Lost Customers,1
14238,327,1,146.85,1,1,1,111,3,Lost Customers,1
14239,44,11,2380.85,3,5,5,355,13,Loyal Customers,0
14240,31,2,890.34,4,3,3,433,10,Loyal Customers,3
14241,184,1,213.70000000000002,1,1,1,111,3,Lost Customers,1
14242,235,2,280.55,1,3,2,132,6,About To Sleep,1
14243,9,10,2588.77,5,5,5,555,15,Champions,0
14245,220,2,1693.45,1,3,4,134,8,About To Sleep,1
14246,111,3,1474.06,2,3,4,234,9,At Risk,3
14247,279,1,136.76999999999998,1,1,1,111,3,Lost Customers,1
14248,319,1,302.58,1,1,2,112,4,Lost Customers,1
14250,8,3,1904.05,5,3,4,534,12,Loyal Customers,3
14251,2,5,2879.7000000000003,5,4,5,545,14,Champions,0
14256,261,2,969.0600000000001,1,3,4,134,8,About To Sleep,1
14257,65,5,3099.7200000000003,3,4,5,345,12,Loyal Customers,3
14258,10,9,12669.98,5,5,5,555,15,Champions,0
14259,142,1,120.0,2,1,1,211,4,Lost Customers,1
14261,51,2,1163.45,3,3,4,334,10,Loyal Customers,3
14262,9,8,2618.23,5,5,5,555,15,Champions,0
14264,155,2,333.97,2,3,2,232,7,At Risk,1
14265,110,2,530.18,2,3,3,233,8,At Risk,1
14267,163,3,1516.24,2,3,4,234,9,At Risk,3
14270,332,1,492.65000000000003,1,1,3,113,5,About To Sleep,1
14271,226,1,112.32,1,1,1,111,3,Lost Customers,1
14272,74,2,437.96,2,3,2,232,7,At Risk,1
14273,52,4,559.97,3,4,3,343,10,Loyal Customers,3
14276,99,3,1119.74,2,3,4,234,9,At Risk,3
14277,16,3,4188.0,4,3,5,435,12,Loyal Customers,3
14280,197,1,134.04,1,1,1,111,3,Lost Customers,1
14282,4,15,3701.44,5,5,5,555,15,Champions,0
14284,31,2,595.25,4,3,3,433,10,Loyal Customers,2
14285,22,4,1910.01,4,4,4,444,12,Champions,3
14286,24,3,4628.75,4,3,5,435,12,Loyal Customers,3
14287,9,3,176.63,5,3,1,531,9,Loyal Customers,2
14288,214,1,426.6,1,1,2,112,4,Lost Customers,1
14289,9,6,911.26,5,5,3,553,13,Loyal Customers,3
14290,12,5,2314.65,5,4,5,545,14,Champions,3
14291,2,11,3883.25,5,5,5,555,15,Champions,0
14292,8,9,4871.93,5,5,5,555,15,Champions,0
14293,4,4,1046.56,5,4,4,544,13,Champions,3
14295,41,1,166.20000000000002,3,1,1,311,5,Potential Loyalists,2
14297,18,4,1305.33,4,4,4,444,12,Champions,3
14298,9,44,51527.3,5,5,5,555,15,Champions,0
14299,9,9,3965.62,5,5,5,555,15,Champions,0
14300,19,1,43.2,4,1,1,411,6,New Customers,2
14301,118,1,640.14,2,1,3,213,6,About To Sleep,1
14304,223,1,383.45,1,1,2,112,4,Lost Customers,1
14305,72,3,1858.96,3,3,4,334,10,Loyal Customers,3
14306,52,2,2093.32,3,3,5,335,11,Loyal Customers,3
14307,89,6,2995.72,2,5,5,255,12,At Risk,3
14309,9,9,2352.53,5,5,5,555,15,Champions,0
14311,243,1,310.26,1,1,2,112,4,Lost Customers,1
14312,47,6,1611.59,3,5,4,354,12,Loyal Customers,3
14314,107,1,120.0,2,1,1,211,4,Lost Customers,1
14315,45,6,2481.13,3,5,5,355,13,Loyal Customers,3
14317,65,1,508.58000000000004,3,1,3,313,7,Potential Loyalists,2
14320,207,2,477.79,1,3,2,132,6,About To Sleep,1
14321,11,5,1530.75,5,4,4,544,13,Champions,3
14323,115,2,605.0600000000001,2,3,3,233,8,At Risk,1
14326,243,1,183.85,1,1,1,111,3,Lost Customers,1
14327,164,1,311.65,2,1,2,212,5,Lost Customers,1
14329,18,7,4975.24,4,5,5,455,14,Champions,0
14331,125,2,462.65999999999997,2,3,2,232,7,At Risk,1
14332,23,3,840.21,4,3,3,433,10,Loyal Customers,3
14333,68,1,415.2,3,1,2,312,6,Potential Loyalists,2
14334,17,8,2552.21,4,5,5,455,14,Champions,0
14335,17,2,454.86,4,3,2,432,9,Loyal Customers,2
14336,17,4,1614.91,4,4,4,444,12,Champions,3
14338,162,2,588.22,2,3,3,233,8,At Risk,1
14339,243,1,309.52,1,1,2,112,4,Lost Customers,1
14340,219,1,134.7,1,1,1,111,3,Lost Customers,1
14341,46,8,2166.98,3,5,5,355,13,Loyal Customers,3
14342,22,4,668.5600000000001,4,4,3,443,11,Loyal Customers,3
14344,128,8,889.9300000000001,2,5,3,253,10,At Risk,3
14345,39,1,108.97999999999999,3,1,1,311,5,Potential Loyalists,2
14346,121,2,1021.58,2,3,4,234,9,At Risk,3
14348,261,1,409.57,1,1,2,112,4,Lost Customers,1
14349,11,1,133.5,5,1,1,511,7,New Customers,2
14350,275,1,282.93,1,1,2,112,4,Lost Customers,1
14351,165,1,51.0,2,1,1,211,4,Lost Customers,1
14352,158,4,1078.96,2,4,4,244,10,At Risk,3
14353,216,1,90.6,1,1,1,111,3,Lost Customers,1
14354,6,2,163.62,5,3,1,531,9,Loyal Customers,2
14355,366,1,174.4,1,1,1,111,3,Lost Customers,1
